NIVNOME,TERCODIGO,TERNOME,TERNOMEPADRAO,TERCAPITAL,TERAREA,NIVAMC
AMC 91-00,260130,Barra de Guabiraba,BARRA DE GUABIRABA,true,118.1,true
Municípios,2601300,Barra de Guabiraba,BARRA DE GUABIRABA,true,118.1,true
Microrregiões,26014,Vitória de Santo Antão,VITORIA DE SANTO ANTAO,true,935.5,true
AMC 91-00,260140,Barreiros,BARREIROS,true,229.8,true
AMC 70-00,260140,Barreiros,BARREIROS,true,229.8,true
Municípios,2601409,Barreiros,BARREIROS,true,229.8,true
Microrregiões,26015,Mata Meridional Pernambucana,MATA MERIDIONAL PERNAMBUCANA,true,4543.099999999999,true
AMC 70-00,260150,Belém de Maria,BELEM DE MARIA,true,63.8,true
AMC 91-00,260150,Belém de Maria,BELEM DE MARIA,true,63.8,true
Municípios,2601508,Belém de Maria,BELEM DE MARIA,true,63.8,true
Microrregiões,26016,Itamaracá,ITAMARACA,true,540.8,true
AMC 91-00,260160,Belém de São Francisco,BELEM DE SAO FRANCISCO,true,1842.7,true
AMC 70-00,260160,Belém de São Francisco,BELEM DE SAO FRANCISCO,true,1842.7,true
Municípios,2601607,Belém de São Francisco,BELEM DE SAO FRANCISCO,true,1842.7,true
Microrregiões,26017,Recife,RECIFE,true,1250.2999999999997,true
AMC 40-00,260170,Belo Jardim,BELO JARDIM,true,653.6,true
AMC 60-00,260170,Belo Jardim,BELO JARDIM,true,653.6,true
AMC 70-00,260170,Belo Jardim,BELO JARDIM,true,653.6,true
AMC 91-00,260170,Belo Jardim,BELO JARDIM,true,653.6,true
Municípios,2601706,Belo Jardim,BELO JARDIM,true,653.6,true
Microrregiões,26018,Suape,SUAPE,true,963.1999999999999,true
AMC 91-00,260180,Betânia,BETANIA,true,1232.6,true
AMC 70-00,260180,Betânia,BETANIA,true,1232.6,true
Municípios,2601805,Betânia,BETANIA,true,1232.6,true
Microrregiões,26019,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 70-00,260190,Bezerros,BEZERROS,true,545.7,true
AMC 91-00,260190,Bezerros,BEZERROS,true,545.7,true
Municípios,2601904,Bezerros,BEZERROS,true,545.7,true
Mesorregiões,2602,São Francisco Pernambucano,SAO FRANCISCO PERNAMBUCANO,true,24634.400000000005,true
AMC 91-00,260200,Bodocó,BODOCO,true,1604.9,true
AMC 70-00,260200,Bodocó,BODOCO,true,1604.9,true
Municípios,2602001,Bodocó,BODOCO,true,1604.9,true
AMC 70-00,260210,Bom Conselho,BOM CONSELHO,true,798.1,true
AMC 91-00,260210,Bom Conselho,BOM CONSELHO,true,798.1,true
Municípios,2602100,Bom Conselho,BOM CONSELHO,true,798.1,true
AMC 91-00,260220,Bom Jardim,BOM JARDIM,true,208.3,true
AMC 70-00,260220,Bom Jardim,BOM JARDIM,true,208.3,true
Municípios,2602209,Bom Jardim,BOM JARDIM,true,208.3,true
AMC 70-00,260230,Bonito,BONITO,true,392.9,true
AMC 91-00,260230,Bonito,BONITO,true,392.9,true
Municípios,2602308,Bonito,BONITO,true,392.9,true
AMC 91-00,260240,Brejão,BREJAO,true,161.9,true
AMC 70-00,260240,Brejão,BREJAO,true,161.9,true
Municípios,2602407,Brejão,BREJAO,true,161.9,true
AMC 70-00,260250,Brejinho,BREJINHO,true,85.1,true
AMC 91-00,260250,Brejinho,BREJINHO,true,85.1,true
Municípios,2602506,Brejinho,BREJINHO,true,85.1,true
AMC 91-00,260260,Brejo da Madre de Deus,BREJO DA MADRE DE DEUS,true,782.6,true
AMC 70-00,260260,Brejo da Madre de Deus,BREJO DA MADRE DE DEUS,true,782.6,true
Municípios,2602605,Brejo da Madre de Deus,BREJO DA MADRE DE DEUS,true,782.6,true
AMC 70-00,260270,Buenos Aires,BUENOS AIRES,true,87.4,true
AMC 91-00,260270,Buenos Aires,BUENOS AIRES,true,87.4,true
Municípios,2602704,Buenos Aires,BUENOS AIRES,true,87.4,true
AMC 91-00,260280,Buíque,BUIQUE,true,1279,true
AMC 70-00,260280,Buíque,BUIQUE,true,1279,true
Municípios,2602803,Buíque,BUIQUE,true,1279,true
AMC 20-00,260290,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
AMC 40-00,260290,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
AMC 60-00,260290,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
AMC 70-00,260290,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
AMC 91-00,260290,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
AMC 1872-00,260290,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
Municípios,2602902,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO,true,448.4,true
Mesorregiões,2603,Agreste Pernambucano,AGRESTE PERNAMBUCANO,true,24489.8,true
AMC 91-00,260300,Cabrobó,CABROBO,true,1629.9,true
AMC 70-00,260300,Cabrobó,CABROBO,true,1629.9,true
Municípios,2603009,Cabrobó,CABROBO,true,1629.9,true
AMC 70-00,260310,Cachoeirinha,CACHOEIRINHA,true,183.2,true
AMC 91-00,260310,Cachoeirinha,CACHOEIRINHA,true,183.2,true
Municípios,2603108,Cachoeirinha,CACHOEIRINHA,true,183.2,true
AMC 91-00,260320,Caetés,CAETES,true,324.2,true
AMC 70-00,260320,Caetés,CAETES,true,324.2,true
Municípios,2603207,Caetés,CAETES,true,324.2,true
AMC 70-00,260330,Calçado,CALCADO,true,56,true
AMC 91-00,260330,Calçado,CALCADO,true,56,true
Municípios,2603306,Calçado,CALCADO,true,56,true
AMC 91-00,260340,Calumbi,CALUMBI,true,218.6,true
AMC 70-00,260340,Calumbi,CALUMBI,true,218.6,true
Municípios,2603405,Calumbi,CALUMBI,true,218.6,true
AMC 91-00,260345,Camaragibe,CAMARAGIBE,true,48.3,true
Municípios,2603454,Camaragibe,CAMARAGIBE,true,48.3,true
AMC 60-00,260350,Camocim de São Félix,CAMOCIM DE SAO FELIX,true,50.8,true
AMC 91-00,260350,Camocim de São Félix,CAMOCIM DE SAO FELIX,true,50.8,true
AMC 70-00,260350,Camocim de São Félix,CAMOCIM DE SAO FELIX,true,50.8,true
Municípios,2603504,Camocim de São Félix,CAMOCIM DE SAO FELIX,true,50.8,true
AMC 70-00,260360,Camutanga,CAMUTANGA,true,38,true
AMC 91-00,260360,Camutanga,CAMUTANGA,true,38,true
Municípios,2603603,Camutanga,CAMUTANGA,true,38,true
AMC 91-00,260370,Canhotinho,CANHOTINHO,true,423,true
AMC 70-00,260370,Canhotinho,CANHOTINHO,true,423,true
Municípios,2603702,Canhotinho,CANHOTINHO,true,423,true
AMC 70-00,260380,Capoeiras,CAPOEIRAS,true,344.3,true
AMC 91-00,260380,Capoeiras,CAPOEIRAS,true,344.3,true
Municípios,2603801,Capoeiras,CAPOEIRAS,true,344.3,true
Municípios,2603900,Carnaíba,CARNAIBA,true,429.7,true
Municípios,2603926,Carnaubeira da Penha,CARNAUBEIRA DA PENHA,true,999.4,true
Mesorregiões,2604,Mata Pernambucana,MATA PERNAMBUCANA,true,8465.1,true
Municípios,2604007,Carpina,CARPINA,true,153.8,true
AMC 60-00,260410,Caruaru,CARUARU,true,932,true
AMC 91-00,260410,Caruaru,CARUARU,true,932,true
AMC 70-00,260410,Caruaru,CARUARU,true,932,true
Municípios,2604106,Caruaru,CARUARU,true,932,true
Municípios,2604155,Casinhas,CASINHAS,true,109.1,true
AMC 70-00,260420,Catende,CATENDE,true,160.9,true
AMC 91-00,260420,Catende,CATENDE,true,160.9,true
Municípios,2604205,Catende,CATENDE,true,160.9,true
AMC 91-00,260430,Cedro,CEDRO,true,173,true
AMC 70-00,260430,Cedro,CEDRO,true,173,true
Municípios,2604304,Cedro,CEDRO,true,173,true
AMC 70-00,260440,Chã de Alegria,CHA DE ALEGRIA,true,58.2,true
AMC 91-00,260440,Chã de Alegria,CHA DE ALEGRIA,true,58.2,true
Municípios,2604403,Chã de Alegria,CHA DE ALEGRIA,true,58.2,true
AMC 91-00,260450,Chã Grande,CHA GRANDE,true,83.7,true
AMC 70-00,260450,Chã Grande,CHA GRANDE,true,83.7,true
Municípios,2604502,Chã Grande,CHA GRANDE,true,83.7,true
AMC 70-00,260460,Condado,CONDADO,true,90.9,true
AMC 91-00,260460,Condado,CONDADO,true,90.9,true
Municípios,2604601,Condado,CONDADO,true,90.9,true
AMC 91-00,260470,Correntes,CORRENTES,true,285.2,true
AMC 70-00,260470,Correntes,CORRENTES,true,285.2,true
Municípios,2604700,Correntes,CORRENTES,true,285.2,true
AMC 60-00,260480,Cortês,CORTES,true,99.2,true
AMC 70-00,260480,Cortês,CORTES,true,99.2,true
AMC 91-00,260480,Cortês,CORTES,true,99.2,true
Municípios,2604809,Cortês,CORTES,true,99.2,true
AMC 91-00,260490,Cumaru,CUMARU,true,278.4,true
AMC 70-00,260490,Cumaru,CUMARU,true,278.4,true
Municípios,2604908,Cumaru,CUMARU,true,278.4,true
Mesorregiões,2605,Metropolitana de Recife,METROPOLITANA DE RECIFE,true,2772.7000000000003,true
AMC 60-00,260500,Cupira,CUPIRA,true,104.2,true
AMC 70-00,260500,Cupira,CUPIRA,true,104.2,true
AMC 91-00,260500,Cupira,CUPIRA,true,104.2,true
Municípios,2605004,Cupira,CUPIRA,true,104.2,true
AMC 91-00,260510,Custódia,CUSTODIA,true,1484.6,true
AMC 70-00,260510,Custódia,CUSTODIA,true,1484.6,true
Municípios,2605103,Custódia,CUSTODIA,true,1484.6,true
Municípios,2605152,Dormentes,DORMENTES,true,1392.1,true
AMC 60-00,260520,Escada,ESCADA,true,350.3,true
AMC 20-00,260520,Escada,ESCADA,true,350.3,true
AMC 40-00,260520,Escada,ESCADA,true,350.3,true
AMC 70-00,260520,Escada,ESCADA,true,350.3,true
AMC 91-00,260520,Escada,ESCADA,true,350.3,true
Municípios,2605202,Escada,ESCADA,true,350.3,true
AMC 40-00,260530,Exu,EXU,true,1500.3,true
AMC 20-00,260530,Exu,EXU,true,1500.3,true
AMC 60-00,260530,Exu,EXU,true,1500.3,true
AMC 91-00,260530,Exu,EXU,true,1500.3,true
AMC 1872-00,260530,Exu,EXU,true,1500.3,true
AMC 70-00,260530,Exu,EXU,true,1500.3,true
Municípios,2605301,Exu,EXU,true,1500.3,true
AMC 70-00,260540,Feira Nova,FEIRA NOVA,true,118.8,true
AMC 91-00,260540,Feira Nova,FEIRA NOVA,true,118.8,true
Municípios,2605400,Feira Nova,FEIRA NOVA,true,118.8,true
AMC 60-00,260545,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 20-00,260545,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 40-00,260545,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 91-00,260545,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 1872-00,260545,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 70-00,260545,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
Municípios,2605459,Fernando de Noronha,FERNANDO DE NORONHA,true,18.4,true
AMC 70-00,260550,Ferreiros,FERREIROS,true,86,true
AMC 91-00,260550,Ferreiros,FERREIROS,true,86,true
Municípios,2605509,Ferreiros,FERREIROS,true,86,true
AMC 91-00,260560,Flores,FLORES,true,963.8,true
AMC 70-00,260560,Flores,FLORES,true,963.8,true
Municípios,2605608,Flores,FLORES,true,963.8,true
Municípios,2605707,Floresta,FLORESTA,true,3690.3,true
AMC 70-00,260580,Frei Miguelinho,FREI MIGUELINHO,true,215.8,true
AMC 91-00,260580,Frei Miguelinho,FREI MIGUELINHO,true,215.8,true
Municípios,2605806,Frei Miguelinho,FREI MIGUELINHO,true,215.8,true
AMC 40-00,260590,Gameleira,GAMELEIRA,true,260.8,true
AMC 60-00,260590,Gameleira,GAMELEIRA,true,260.8,true
AMC 91-00,260590,Gameleira,GAMELEIRA,true,260.8,true
AMC 70-00,260590,Gameleira,GAMELEIRA,true,260.8,true
Municípios,2605905,Gameleira,GAMELEIRA,true,260.8,true
AMC 70-00,260600,Garanhuns,GARANHUNS,true,467.8,true
AMC 91-00,260600,Garanhuns,GARANHUNS,true,467.8,true
Municípios,2606002,Garanhuns,GARANHUNS,true,467.8,true
AMC 91-00,260610,Glória do Goitá,GLORIA DO GOITA,true,211.8,true
AMC 70-00,260610,Glória do Goitá,GLORIA DO GOITA,true,211.8,true
Municípios,2606101,Glória do Goitá,GLORIA DO GOITA,true,211.8,true
AMC 70-00,260620,Goiana,GOIANA,true,494.2,true
AMC 91-00,260620,Goiana,GOIANA,true,494.2,true
Municípios,2606200,Goiana,GOIANA,true,494.2,true
AMC 91-00,260630,Granito,GRANITO,true,519.7,true
AMC 70-00,260630,Granito,GRANITO,true,519.7,true
Municípios,2606309,Granito,GRANITO,true,519.7,true
AMC 70-00,260640,Gravatá,GRAVATA,true,491.5,true
AMC 91-00,260640,Gravatá,GRAVATA,true,491.5,true
Municípios,2606408,Gravatá,GRAVATA,true,491.5,true
AMC 91-00,260650,Iati,IATI,true,567.5,true
AMC 70-00,260650,Iati,IATI,true,567.5,true
Municípios,2606507,Iati,IATI,true,567.5,true
AMC 70-00,260660,Ibimirim,IBIMIRIM,true,1901.5,true
AMC 91-00,260660,Ibimirim,IBIMIRIM,true,1901.5,true
Municípios,2606606,Ibimirim,IBIMIRIM,true,1901.5,true
AMC 91-00,260670,Ibirajuba,IBIRAJUBA,true,218,true
AMC 70-00,260670,Ibirajuba,IBIRAJUBA,true,218,true
Municípios,2606705,Ibirajuba,IBIRAJUBA,true,218,true
Municípios,2606804,Igarassu,IGARASSU,true,304.2,true
AMC 70-00,260690,Iguaraci,IGUARACI,true,773.6,true
AMC 91-00,260690,Iguaraci,IGUARACI,true,773.6,true
Municípios,2606903,Iguaraci,IGUARACI,true,773.6,true
Municípios,2607000,Inajá,INAJA,true,1098.7,true
AMC 91-00,260710,Ingazeira,INGAZEIRA,true,246.6,true
AMC 70-00,260710,Ingazeira,INGAZEIRA,true,246.6,true
Municípios,2607109,Ingazeira,INGAZEIRA,true,246.6,true
AMC 60-00,260720,Ipojuca,IPOJUCA,true,514.8,true
AMC 40-00,260720,Ipojuca,IPOJUCA,true,514.8,true
AMC 20-00,260720,Ipojuca,IPOJUCA,true,514.8,true
AMC 70-00,260720,Ipojuca,IPOJUCA,true,514.8,true
AMC 91-00,260720,Ipojuca,IPOJUCA,true,514.8,true
AMC 1872-00,260720,Ipojuca,IPOJUCA,true,514.8,true
Municípios,2607208,Ipojuca,IPOJUCA,true,514.8,true
AMC 91-00,260730,Ipubi,IPUBI,true,972.1,true
AMC 70-00,260730,Ipubi,IPUBI,true,972.1,true
Municípios,2607307,Ipubi,IPUBI,true,972.1,true
AMC 70-00,260740,Itacuruba,ITACURUBA,true,438.5,true
AMC 91-00,260740,Itacuruba,ITACURUBA,true,438.5,true
Municípios,2607406,Itacuruba,ITACURUBA,true,438.5,true
AMC 91-00,260750,Itaíba,ITAIBA,true,1073.2,true
AMC 70-00,260750,Itaíba,ITAIBA,true,1073.2,true
Municípios,2607505,Itaíba,ITAIBA,true,1073.2,true
AMC 70-00,260760,Itamaracá,ITAMARACA,true,65.4,true
AMC 91-00,260760,Itamaracá,ITAMARACA,true,65.4,true
Municípios,2607604,Itamaracá,ITAMARACA,true,65.4,true
AMC 91-00,260765,Itambé,ITAMBE,true,306.3,true
AMC 70-00,260765,Itambé,ITAMBE,true,306.3,true
Municípios,2607653,Itambé,ITAMBE,true,306.3,true
AMC 70-00,260770,Itapetim,ITAPETIM,true,409.8,true
AMC 91-00,260770,Itapetim,ITAPETIM,true,409.8,true
Municípios,2607703,Itapetim,ITAPETIM,true,409.8,true
AMC 91-00,260775,Itapissuma,ITAPISSUMA,true,74.3,true
Municípios,2607752,Itapissuma,ITAPISSUMA,true,74.3,true
AMC 91-00,260780,Itaquitinga,ITAQUITINGA,true,117,true
AMC 70-00,260780,Itaquitinga,ITAQUITINGA,true,117,true
Municípios,2607802,Itaquitinga,ITAQUITINGA,true,117,true
AMC 40-00,260790,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES,true,257.3,true
AMC 60-00,260790,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES,true,257.3,true
AMC 70-00,260790,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES,true,257.3,true
AMC 91-00,260790,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES,true,257.3,true
Municípios,2607901,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES,true,257.3,true
Municípios,2607950,Jaqueira,JAQUEIRA,true,111.2,true
AMC 91-00,260800,Jataúba,JATAUBA,true,715.7,true
AMC 70-00,260800,Jataúba,JATAUBA,true,715.7,true
Municípios,2608008,Jataúba,JATAUBA,true,715.7,true
Municípios,2608057,Jatobá,JATOBA,true,277.2,true
AMC 70-00,260810,João Alfredo,JOAO ALFREDO,true,150,true
AMC 91-00,260810,João Alfredo,JOAO ALFREDO,true,150,true
Municípios,2608107,João Alfredo,JOAO ALFREDO,true,150,true
AMC 60-00,260820,Joaquim Nabuco,JOAQUIM NABUCO,true,115.6,true
AMC 91-00,260820,Joaquim Nabuco,JOAQUIM NABUCO,true,115.6,true
AMC 70-00,260820,Joaquim Nabuco,JOAQUIM NABUCO,true,115.6,true
Municípios,2608206,Joaquim Nabuco,JOAQUIM NABUCO,true,115.6,true
Municípios,2608255,Jucati,JUCATI,true,109.3,true
Municípios,2608305,Jupi,JUPI,true,151.2,true
AMC 60-00,260840,Jurema,JUREMA,true,147,true
AMC 40-00,260840,Jurema,JUREMA,true,147,true
AMC 70-00,260840,Jurema,JUREMA,true,147,true
AMC 91-00,260840,Jurema,JUREMA,true,147,true
Municípios,2608404,Jurema,JUREMA,true,147,true
Municípios,2608453,Lagoa do Carro,LAGOA DO CARRO,true,59.7,true
AMC 91-00,260850,Lagoa do Itaenga,LAGOA DO ITAENGA,true,62,true
AMC 70-00,260850,Lagoa do Itaenga,LAGOA DO ITAENGA,true,62,true
Municípios,2608503,Lagoa do Itaenga,LAGOA DO ITAENGA,true,62,true
AMC 70-00,260860,Lagoa do Ouro,LAGOA DO OURO,true,219.6,true
AMC 91-00,260860,Lagoa do Ouro,LAGOA DO OURO,true,219.6,true
Municípios,2608602,Lagoa do Ouro,LAGOA DO OURO,true,219.6,true
AMC 40-00,260870,Lagoa dos Gatos,LAGOA DOS GATOS,true,189.2,true
AMC 60-00,260870,Lagoa dos Gatos,LAGOA DOS GATOS,true,189.2,true
AMC 91-00,260870,Lagoa dos Gatos,LAGOA DOS GATOS,true,189.2,true
AMC 70-00,260870,Lagoa dos Gatos,LAGOA DOS GATOS,true,189.2,true
Municípios,2608701,Lagoa dos Gatos,LAGOA DOS GATOS,true,189.2,true
Municípios,2608750,Lagoa Grande,LAGOA GRANDE,true,1874.4,true
AMC 60-00,260880,Lajedo,LAJEDO,true,208.9,true
AMC 70-00,260880,Lajedo,LAJEDO,true,208.9,true
AMC 91-00,260880,Lajedo,LAJEDO,true,208.9,true
Municípios,2608800,Lajedo,LAJEDO,true,208.9,true
AMC 91-00,260890,Limoeiro,LIMOEIRO,true,277.5,true
AMC 70-00,260890,Limoeiro,LIMOEIRO,true,277.5,true
Municípios,2608909,Limoeiro,LIMOEIRO,true,277.5,true
AMC 60-00,260900,Macaparana,MACAPARANA,true,100.2,true
AMC 70-00,260900,Macaparana,MACAPARANA,true,100.2,true
AMC 91-00,260900,Macaparana,MACAPARANA,true,100.2,true
Municípios,2609006,Macaparana,MACAPARANA,true,100.2,true
AMC 91-00,260910,Machados,MACHADOS,true,45.1,true
AMC 70-00,260910,Machados,MACHADOS,true,45.1,true
Municípios,2609105,Machados,MACHADOS,true,45.1,true
Municípios,2609154,Manari,MANARI,true,550.6,true
Municípios,2609204,Maraial,MARAIAL,true,197,true
AMC 70-00,260930,Mirandiba,MIRANDIBA,true,773.3,true
AMC 91-00,260930,Mirandiba,MIRANDIBA,true,773.3,true
Municípios,2609303,Mirandiba,MIRANDIBA,true,773.3,true
AMC 60-00,260940,Moreno,MORENO,true,192.1,true
AMC 40-00,260940,Moreno,MORENO,true,192.1,true
AMC 91-00,260940,Moreno,MORENO,true,192.1,true
AMC 70-00,260940,Moreno,MORENO,true,192.1,true
Municípios,2609402,Moreno,MORENO,true,192.1,true
AMC 70-00,260950,Nazaré da Mata,NAZARE DA MATA,true,141.9,true
AMC 91-00,260950,Nazaré da Mata,NAZARE DA MATA,true,141.9,true
Municípios,2609501,Nazaré da Mata,NAZARE DA MATA,true,141.9,true
AMC 40-00,260960,Olinda,OLINDA,true,38.1,true
AMC 60-00,260960,Olinda,OLINDA,true,38.1,true
AMC 91-00,260960,Olinda,OLINDA,true,38.1,true
AMC 70-00,260960,Olinda,OLINDA,true,38.1,true
Municípios,2609600,Olinda,OLINDA,true,38.1,true
AMC 60-00,260970,Orobó,OROBO,true,126.3,true
AMC 40-00,260970,Orobó,OROBO,true,126.3,true
AMC 70-00,260970,Orobó,OROBO,true,126.3,true
AMC 91-00,260970,Orobó,OROBO,true,126.3,true
Municípios,2609709,Orobó,OROBO,true,126.3,true
AMC 91-00,260980,Orocó,OROCO,true,562.6,true
AMC 70-00,260980,Orocó,OROCO,true,562.6,true
Municípios,2609808,Orocó,OROCO,true,562.6,true
Municípios,2609907,Ouricuri,OURICURI,true,2383.9,true
AMC 60-00,261000,Palmares,PALMARES,true,376.2,true
AMC 70-00,261000,Palmares,PALMARES,true,376.2,true
AMC 91-00,261000,Palmares,PALMARES,true,376.2,true
Municípios,2610004,Palmares,PALMARES,true,376.2,true
AMC 60-00,261010,Palmeirina,PALMEIRINA,true,200.5,true
AMC 91-00,261010,Palmeirina,PALMEIRINA,true,200.5,true
AMC 70-00,261010,Palmeirina,PALMEIRINA,true,200.5,true
Municípios,2610103,Palmeirina,PALMEIRINA,true,200.5,true
AMC 60-00,261020,Panelas,PANELAS,true,369.6,true
AMC 70-00,261020,Panelas,PANELAS,true,369.6,true
AMC 91-00,261020,Panelas,PANELAS,true,369.6,true
Municípios,2610202,Panelas,PANELAS,true,369.6,true
AMC 91-00,261030,Paranatama,PARANATAMA,true,272.7,true
AMC 70-00,261030,Paranatama,PARANATAMA,true,272.7,true
Municípios,2610301,Paranatama,PARANATAMA,true,272.7,true
AMC 70-00,261040,Parnamirim,PARNAMIRIM,true,2598.5,true
AMC 91-00,261040,Parnamirim,PARNAMIRIM,true,2598.5,true
Municípios,2610400,Parnamirim,PARNAMIRIM,true,2598.5,true
AMC 91-00,261050,Passira,PASSIRA,true,364.8,true
AMC 70-00,261050,Passira,PASSIRA,true,364.8,true
Municípios,2610509,Passira,PASSIRA,true,364.8,true
AMC 91-00,261060,Paudalho,PAUDALHO,true,270.3,true
Municípios,2610608,Paudalho,PAUDALHO,true,270.3,true
AMC 91-00,261070,Paulista,PAULISTA,true,102.3,true
Municípios,2610707,Paulista,PAULISTA,true,102.3,true
AMC 91-00,261080,Pedra,PEDRA,true,852.4,true
AMC 70-00,261080,Pedra,PEDRA,true,852.4,true
Municípios,2610806,Pedra,PEDRA,true,852.4,true
AMC 60-00,261090,Pesqueira,PESQUEIRA,true,1036,true
AMC 70-00,261090,Pesqueira,PESQUEIRA,true,1036,true
AMC 91-00,261090,Pesqueira,PESQUEIRA,true,1036,true
Municípios,2610905,Pesqueira,PESQUEIRA,true,1036,true
Municípios,2611002,Petrolândia,PETROLANDIA,true,1088.2,true
Municípios,2611101,Petrolina,PETROLINA,true,4756.8,true
AMC 60-00,261120,Poção,POCAO,true,212.1,true
AMC 91-00,261120,Poção,POCAO,true,212.1,true
AMC 70-00,261120,Poção,POCAO,true,212.1,true
Municípios,2611200,Poção,POCAO,true,212.1,true
AMC 70-00,261130,Pombos,POMBOS,true,236.1,true
AMC 91-00,261130,Pombos,POMBOS,true,236.1,true
Municípios,2611309,Pombos,POMBOS,true,236.1,true
AMC 91-00,261140,Primavera,PRIMAVERA,true,96.5,true
AMC 70-00,261140,Primavera,PRIMAVERA,true,96.5,true
Municípios,2611408,Primavera,PRIMAVERA,true,96.5,true
AMC 70-00,261150,Quipapá,QUIPAPA,true,225.6,true
AMC 91-00,261150,Quipapá,QUIPAPA,true,225.6,true
Municípios,2611507,Quipapá,QUIPAPA,true,225.6,true
Municípios,2611533,Quixaba,QUIXABA,true,216.3,true
AMC 91-00,261160,Recife,RECIFE,true,218.7,true
Municípios,2611606,Recife,RECIFE,true,218.7,true
AMC 60-00,261170,Riacho das Almas,RIACHO DAS ALMAS,true,313.9,true
AMC 91-00,261170,Riacho das Almas,RIACHO DAS ALMAS,true,313.9,true
AMC 70-00,261170,Riacho das Almas,RIACHO DAS ALMAS,true,313.9,true
Municípios,2611705,Riacho das Almas,RIACHO DAS ALMAS,true,313.9,true
AMC 60-00,261180,Ribeirão,RIBEIRAO,true,288,true
AMC 40-00,261180,Ribeirão,RIBEIRAO,true,288,true
AMC 70-00,261180,Ribeirão,RIBEIRAO,true,288,true
AMC 91-00,261180,Ribeirão,RIBEIRAO,true,288,true
Municípios,2611804,Ribeirão,RIBEIRAO,true,288,true
Municípios,2611903,Rio Formoso,RIO FORMOSO,true,341,true
AMC 91-00,261200,Sairé,SAIRE,true,198.7,true
AMC 70-00,261200,Sairé,SAIRE,true,198.7,true
Municípios,2612000,Sairé,SAIRE,true,198.7,true
AMC 70-00,261210,Salgadinho,SALGADINHO,true,71.9,true
AMC 91-00,261210,Salgadinho,SALGADINHO,true,71.9,true
Municípios,2612109,Salgadinho,SALGADINHO,true,71.9,true
AMC 91-00,261220,Salgueiro,SALGUEIRO,true,1733.7,true
AMC 70-00,261220,Salgueiro,SALGUEIRO,true,1733.7,true
Municípios,2612208,Salgueiro,SALGUEIRO,true,1733.7,true
AMC 70-00,261230,Saloá,SALOA,true,297,true
AMC 91-00,261230,Saloá,SALOA,true,297,true
Municípios,2612307,Saloá,SALOA,true,297,true
AMC 60-00,261240,Sanharó,SANHARO,true,247.5,true
AMC 91-00,261240,Sanharó,SANHARO,true,247.5,true
AMC 70-00,261240,Sanharó,SANHARO,true,247.5,true
Municípios,2612406,Sanharó,SANHARO,true,247.5,true
Municípios,2612455,Santa Cruz,SANTA CRUZ,true,1432.1,true
Municípios,2612471,Santa Cruz da Baixa Verde,SANTA CRUZ DA BAIXA VERDE,true,91.2,true
AMC 60-00,261250,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE,true,369.6,true
AMC 70-00,261250,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE,true,369.6,true
AMC 91-00,261250,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE,true,369.6,true
Municípios,2612505,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE,true,369.6,true
Municípios,2612554,Santa Filomena,SANTA FILOMENA,true,843.9,true
Municípios,2612604,Santa Maria da Boa Vista,SANTA MARIA DA BOA VISTA,true,2977.8,true
AMC 91-00,261270,Santa Maria do Cambucá,SANTA MARIA DO CAMBUCA,true,94.5,true
AMC 70-00,261270,Santa Maria do Cambucá,SANTA MARIA DO CAMBUCA,true,94.5,true
Municípios,2612703,Santa Maria do Cambucá,SANTA MARIA DO CAMBUCA,true,94.5,true
AMC 70-00,261280,Santa Terezinha,SANTA TEREZINHA,true,219.5,true
AMC 91-00,261280,Santa Terezinha,SANTA TEREZINHA,true,219.5,true
Municípios,2612802,Santa Terezinha,SANTA TEREZINHA,true,219.5,true
AMC 91-00,261290,São Benedito do Sul,SAO BENEDITO DO SUL,true,209.3,true
AMC 70-00,261290,São Benedito do Sul,SAO BENEDITO DO SUL,true,209.3,true
